Round,Calendar_Week_Num,Day_ID,Date,Date_time,Home_Team_ID,Away_Team_ID,Venue_Stadium_ID,Travel_km,Slot_tier,Match_Tier,Postponed
27,34,D_20270326,2027-03-26,2027-03-26 14:30:00,MAH,MAS,MAHALLA,240.0,2,3,False
27,34,D_20270326,2027-03-26,2027-03-26 17:00:00,PHA,TLG,BORG_ARAB,195.0,2,3,False
27,34,D_20270327,2027-03-27,2027-03-27 14:30:00,ITH,BNK,ALEX_STADIUM,210.0,2,2,False
27,34,D_20270327,2027-03-27,2027-03-27 17:00:00,ENP,GOU,PETRO_SPORT,465.0,2,3,False
27,34,D_20270327,2027-03-27,2027-03-27 14:30:00,ISM,CER,ISMAILIA_ST,15.0,2,2,False
27,35,D_20270331,2027-03-31,2027-03-31 17:00:00,PET,HAR,PETRO_SPORT,235.0,3,3,False
28,36,D_20270404,2027-04-04,2027-04-04 22:00:00,SMO,ZED,BORG_ARAB,170.0,2,2,False
28,36,D_20270405,2027-04-05,2027-04-05 20:00:00,MOD,ISM,AL_SALAM,135.0,2,2,False
28,36,D_20270406,2027-04-06,2027-04-06 17:00:00,GOU,MAH,EL_GOUNA,555.0,3,3,False
28,36,D_20270407,2027-04-07,2027-04-07 17:00:00,BNK,PET,CAIRO_INTL,15.0,3,3,False
28,36,D_20270407,2027-04-07,2027-04-07 17:00:00,CER,TLG,SUEZ_CANAL,135.0,3,3,False
28,36,D_20270408,2027-04-08,2027-04-08 17:00:00,HAR,ENP,HARAS,235.0,3,3,False
28,36,D_20270409,2027-04-09,2027-04-09 22:00:00,PYR,AHL,30_JUNE,15.0,1,1,False
28,36,D_20270410,2027-04-10,2027-04-10 20:00:00,ZAM,ITH,CAIRO_INTL,210.0,1,1,False
28,36,D_20270410,2027-04-10,2027-04-10 17:00:00,MAS,PHA,SUEZ_ST,305.0,2,3,False
29,37,D_20270412,2027-04-12,2027-04-12 17:00:00,HAR,MAH,HARAS,130.0,3,3,False
29,37,D_20270412,2027-04-12,2027-04-12 17:00:00,TLG,MOD,GEHAZ_REYADA,15.0,3,3,False
29,37,D_20270413,2027-04-13,2027-04-13 17:00:00,PET,ENP,PETRO_SPORT,0.0,3,3,False
29,37,D_20270413,2027-04-13,2027-04-13 20:00:00,AHL,SMO,CAIRO_INTL,170.0,2,1,False
29,37,D_20270413,2027-04-13,2027-04-13 22:00:00,ISM,PYR,ISMAILIA_ST,135.0,2,1,False
29,37,D_20270414,2027-04-14,2027-04-14 17:00:00,GOU,PHA,EL_GOUNA,620.0,3,3,False
29,37,D_20270414,2027-04-14,2027-04-14 20:00:00,MAS,CER,SUEZ_ST,90.0,2,2,False
29,37,D_20270416,2027-04-16,2027-04-16 20:00:00,ZAM,BNK,CAIRO_INTL,0.0,1,1,False
29,37,D_20270416,2027-04-16,2027-04-16 17:00:00,ITH,ZED,ALEX_STADIUM,210.0,2,2,False
30,38,D_20270419,2027-04-19,2027-04-19 17:00:00,PHA,HAR,BORG_ARAB,55.0,3,3,False
30,38,D_20270421,2027-04-21,2027-04-21 22:00:00,SMO,ISM,BORG_ARAB,290.0,2,2,False
30,38,D_20270421,2027-04-21,2027-04-21 17:00:00,CER,GOU,SUEZ_CANAL,560.0,3,3,False
30,38,D_20270422,2027-04-22,2027-04-22 17:00:00,ENP,BNK,PETRO_SPORT,15.0,3,3,False
30,38,D_20270422,2027-04-22,2027-04-22 17:00:00,MAH,PET,MAHALLA,130.0,3,3,False
30,39,D_20270429,2027-04-29,2027-04-29 20:00:00,PYR,TLG,30_JUNE,15.0,2,2,False
30,39,D_20270430,2027-04-30,2027-04-30 20:00:00,AHL,ITH,CAIRO_INTL,210.0,1,1,False
30,39,D_20270501,2027-05-01,2027-05-01 20:00:00,ZED,ZAM,CAIRO_INTL,0.0,1,1,False
30,39,D_20270501,2027-05-01,2027-05-01 17:00:00,MOD,MAS,AL_SALAM,150.0,2,2,False
31,40,D_20270502,2027-05-02,2027-05-02 17:00:00,PHA,PET,BORG_ARAB,195.0,3,3,False
31,40,D_20270503,2027-05-03,2027-05-03 17:00:00,CER,HAR,SUEZ_CANAL,330.0,3,3,False
31,40,D_20270503,2027-05-03,2027-05-03 17:00:00,TLG,SMO,GEHAZ_REYADA,195.0,3,3,False
31,40,D_20270504,2027-05-04,2027-05-04 17:00:00,MAH,ENP,MAHALLA,130.0,3,3,False
31,40,D_20270505,2027-05-05,2027-05-05 20:00:00,ITH,ISM,ALEX_STADIUM,330.0,2,2,False
31,40,D_20270505,2027-05-05,2027-05-05 17:00:00,MOD,GOU,AL_SALAM,465.0,3,3,False
31,40,D_20270506,2027-05-06,2027-05-06 20:00:00,BNK,ZED,CAIRO_INTL,0.0,2,2,False
31,40,D_20270507,2027-05-07,2027-05-07 20:00:00,ZAM,AHL,CAIRO_INTL,0.0,1,1,False
31,40,D_20270507,2027-05-07,2027-05-07 20:00:00,PYR,MAS,30_JUNE,150.0,1,1,False
32,41,D_20270509,2027-05-09,2027-05-09 17:00:00,TLG,ITH,GEHAZ_REYADA,235.0,3,3,False
32,41,D_20270509,2027-05-09,2027-05-09 17:00:00,HAR,MOD,HARAS,235.0,3,3,False
32,41,D_20270510,2027-05-10,2027-05-10 17:00:00,BNK,MAH,CAIRO_INTL,105.0,3,3,False
32,41,D_20270510,2027-05-10,2027-05-10 17:00:00,PET,CER,PETRO_SPORT,135.0,3,3,False
32,41,D_20270511,2027-05-11,2027-05-11 22:00:00,ZED,AHL,CAIRO_INTL,0.0,2,1,False
32,41,D_20270511,2027-05-11,2027-05-11 20:00:00,ISM,ZAM,ISMAILIA_ST,110.0,2,1,False
32,41,D_20270511,2027-05-11,2027-05-11 20:00:00,MAS,SMO,SUEZ_ST,305.0,2,2,False
32,41,D_20270512,2027-05-12,2027-05-12 20:00:00,GOU,PYR,EL_GOUNA,465.0,2,2,False
32,41,D_20270513,2027-05-13,2027-05-13 17:00:00,ENP,PHA,PETRO_SPORT,195.0,3,3,False
33,41,D_20270515,2027-05-15,2027-05-15 20:00:00,AHL,BNK,CAIRO_INTL,0.0,1,1,False
33,41,D_20270515,2027-05-15,2027-05-15 17:00:00,ZAM,TLG,CAIRO_INTL,15.0,2,2,False
33,41,D_20270515,2027-05-15,2027-05-15 17:00:00,ITH,MAS,ALEX_STADIUM,345.0,2,2,False
33,42,D_20270516,2027-05-16,2027-05-16 20:00:00,ZED,ISM,CAIRO_INTL,110.0,2,2,False
33,42,D_20270516,2027-05-16,2027-05-16 17:00:00,MOD,PET,AL_SALAM,15.0,3,3,False
33,42,D_20270516,2027-05-16,2027-05-16 22:00:00,PYR,HAR,30_JUNE,235.0,2,2,False
33,42,D_20270517,2027-05-17,2027-05-17 17:00:00,CER,ENP,SUEZ_CANAL,135.0,3,3,False
33,42,D_20270517,2027-05-17,2027-05-17 17:00:00,SMO,GOU,BORG_ARAB,620.0,3,3,False
33,42,D_20270518,2027-05-18,2027-05-18 17:00:00,PHA,MAH,BORG_ARAB,285.0,3,3,False
34,42,D_20270519,2027-05-19,2027-05-19 20:00:00,MAS,ZAM,BORG_ARAB,170.0,2,1,False
34,42,D_20270520,2027-05-20,2027-05-20 22:00:00,ISM,AHL,BORG_ARAB,170.0,2,1,False
34,42,D_20270520,2027-05-20,2027-05-20 20:00:00,PET,PYR,PETRO_SPORT,15.0,2,2,False
34,44,D_20270530,2027-05-30,2027-05-30 17:00:00,MAH,CER,MAHALLA,225.0,3,3,False
34,44,D_20270530,2027-05-30,2027-05-30 17:00:00,HAR,SMO,HARAS,55.0,3,3,False
34,44,D_20270531,2027-05-31,2027-05-31 17:00:00,ENP,MOD,PETRO_SPORT,15.0,3,3,False
34,44,D_20270531,2027-05-31,2027-05-31 17:00:00,GOU,ITH,EL_GOUNA,660.0,3,3,False
34,44,D_20270601,2027-06-01,2027-06-01 17:00:00,BNK,PHA,CAIRO_INTL,170.0,3,3,False
34,44,D_20270601,2027-06-01,2027-06-01 17:00:00,TLG,ZED,GEHAZ_REYADA,15.0,3,3,False
